"S21 Log Mag"
"Frequency (Hz)","dB",
9230719875, -5.460994e+000,
9247594500, -5.468394e+000,
9264469125, -5.495646e+000,
9281343750, -5.520203e+000,
9298218375, -5.589644e+000,
9315093000, -5.590346e+000,
9331967625, -5.530271e+000,
9348842250, -5.478070e+000,
9365716875, -5.452513e+000,
9382591500, -5.474890e+000,
9399466125, -5.514869e+000,
9416340750, -5.549921e+000,
9433215375, -5.601698e+000,
9450090000, -5.653657e+000,
9466964625, -5.686979e+000,
9483839250, -5.640071e+000,
9500713875, -5.563616e+000,
9517588500, -5.565108e+000,
9534463125, -5.589639e+000,
9551337750, -5.597647e+000,
9568212375, -5.573027e+000,
9585087000, -5.582494e+000,
9601961625, -5.616648e+000,
9618836250, -5.630379e+000,
9635710875, -5.610685e+000,
9652585500, -5.617222e+000,
9669460125, -5.645921e+000,
9686334750, -5.638314e+000,
9703209375, -5.649631e+000,
9720084000, -5.670281e+000,
9736958625, -5.734809e+000,
9753833250, -5.807732e+000,
9770707875, -5.841900e+000,
9787582500, -5.815332e+000,
9804457125, -5.803294e+000,
9821331750, -5.806736e+000,
9838206375, -5.906719e+000,
9855081000, -6.064144e+000,
9871955625, -6.107611e+000,
9888830250, -6.008257e+000,
9905704875, -5.881430e+000,
9922579500, -5.805171e+000,
9939454125, -5.822268e+000,
9956328750, -5.889368e+000,
9973203375, -5.956483e+000,
9990078000, -5.958151e+000,
10006952625, -5.840715e+000,
10023827250, -5.771862e+000,
10040701875, -5.783050e+000,
10057576500, -5.800976e+000,
10074451125, -5.858178e+000,
10091325750, -6.024165e+000,
10108200375, -6.253263e+000,
10125075000, -6.362969e+000,
10141949625, -6.345590e+000,
10158824250, -6.263732e+000,
10175698875, -6.208691e+000,
10192573500, -6.142067e+000,
10209448125, -6.048882e+000,
10226322750, -5.992856e+000,
10243197375, -6.034841e+000,
10260072000, -6.064547e+000,
10276946625, -6.078321e+000,
10293821250, -6.129543e+000,
10310695875, -6.183999e+000,
10327570500, -6.207576e+000,
10344445125, -6.182318e+000,
10361319750, -6.212395e+000,
10378194375, -6.268216e+000,
10395069000, -6.340628e+000,
10411943625, -6.421226e+000,
10428818250, -6.353654e+000,
10445692875, -6.170254e+000,
10462567500, -6.047431e+000,
10479442125, -6.105972e+000,
10496316750, -6.242446e+000,
10513191375, -6.264391e+000,
10530066000, -6.162450e+000,
10546940625, -6.155569e+000,
10563815250, -6.185924e+000,
10580689875, -6.228105e+000,
10597564500, -6.222697e+000,
10614439125, -6.199916e+000,
10631313750, -6.180516e+000,
10648188375, -6.113367e+000,
10665063000, -6.086776e+000,
10681937625, -6.083692e+000,
10698812250, -6.135640e+000,
10715686875, -6.138950e+000,
10732561500, -6.161248e+000,
10749436125, -6.235414e+000,
10766310750, -6.378135e+000,
10783185375, -6.449852e+000,
10800060000, -6.409128e+000,
10816934625, -6.264714e+000,
10833809250, -6.237859e+000,
10850683875, -6.254251e+000,
10867558500, -6.359196e+000,
10884433125, -6.412169e+000,
10901307750, -6.462466e+000,
10918182375, -6.499208e+000,
10935057000, -6.509678e+000,
10951931625, -6.484298e+000,
10968806250, -6.414539e+000,
10985680875, -6.351936e+000,
11002555500, -6.404053e+000,
11019430125, -6.533719e+000,
11036304750, -6.615163e+000,
11053179375, -6.626672e+000,
11070054000, -6.684735e+000,
11086928625, -6.699975e+000,
11103803250, -6.716681e+000,
11120677875, -6.747049e+000,
11137552500, -6.653206e+000,
11154427125, -6.555561e+000,
11171301750, -6.495394e+000,
11188176375, -6.517002e+000,
11205051000, -6.579817e+000,
11221925625, -6.736456e+000,
11238800250, -6.953244e+000,
11255674875, -7.224077e+000,
11272549500, -7.297400e+000,
11289424125, -7.157235e+000,
11306298750, -6.916918e+000,
11323173375, -6.656094e+000,
11340048000, -6.569404e+000,
